INDEX,TARGET_FLAG,TARGET_AMT,KIDSDRIV,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,SEX,EDUCATION,JOB,TRAVTIME,CAR_USE,BLUEBOOK,TIF,CAR_TYPE,RED_CAR,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CAR_AGE,URBANICITY
1884,0,0,0,38,2,14,"$54,064",No,"$201,418",Yes,z_F,Bachelors,Professional,7,Private,"$5,300",6,Sports Car,no,"$2,307",2,No,3,7,Highly Urban/ Urban
1885,0,0,0,35,1,12,"$33,621",No,"$173,611",Yes,z_F,z_High School,Clerical,52,Private,"$20,890",11,Minivan,no,$0,0,No,0,6,z_Highly Rural/ Rural
1886,0,0,1,44,1,7,"$7,113",No,$0,Yes,z_F,<High School,Student,28,Private,"$9,850",10,z_SUV,no,$0,0,Yes,0,5,Highly Urban/ Urban
1887,0,0,0,49,0,13,"$116,497",No,"$283,565",Yes,M,Bachelors,Professional,10,Commercial,"$28,870",4,Panel Truck,no,"$30,791",1,Yes,2,5,Highly Urban/ Urban
1888,0,0,0,55,0,15,"$100,308",No,"$321,843",Yes,M,Masters,Lawyer,36,Private,"$13,430",1,Minivan,no,$0,0,Yes,0,14,Highly Urban/ Urban
1889,1,4206,0,30,4,12,"$58,248",Yes,$0,z_No,M,PhD,,25,Private,"$21,760",7,Minivan,no,"$9,533",1,Yes,4,17,Highly Urban/ Urban
1890,0,0,0,40,2,,"$47,486",No,"$165,374",Yes,z_F,Bachelors,Professional,74,Private,"$21,300",6,z_SUV,no,$0,0,No,1,10,Highly Urban/ Urban
1892,0,0,0,56,0,13,"$42,176",No,$0,Yes,M,z_High School,Student,38,Commercial,"$9,360",1,Pickup,yes,$0,0,No,0,5,z_Highly Rural/ Rural
1893,1,1069,0,35,2,16,"$26,127",No,"$150,058",Yes,z_F,z_High School,Clerical,42,Private,"$23,690",1,Minivan,no,"$9,633",3,No,8,1,Highly Urban/ Urban
1896,1,8331,0,46,0,11,"$43,651",No,"$128,478",Yes,z_F,z_High School,Clerical,25,Private,"$15,250",4,z_SUV,no,"$6,391",3,No,4,1,Highly Urban/ Urban
1897,1,5141,0,58,0,0,$0,No,$0,Yes,z_F,z_High School,Student,9,Commercial,"$7,300",1,z_SUV,no,$0,0,Yes,4,1,Highly Urban/ Urban
1898,0,0,1,41,2,13,"$58,963",No,"$214,655",Yes,M,Masters,Lawyer,64,Private,"$18,780",13,Van,yes,$0,0,No,0,11,Highly Urban/ Urban
1899,0,0,0,39,0,13,"$134,460",No,$0,z_No,z_F,PhD,Manager,33,Private,"$7,350",1,z_SUV,no,"$1,650",2,No,4,17,Highly Urban/ Urban
1900,0,0,0,54,0,11,"$108,317",No,"$325,936",z_No,M,Bachelors,Professional,26,Commercial,"$25,190",4,Panel Truck,no,"$3,110",2,No,2,13,Highly Urban/ Urban
1902,0,0,0,42,0,12,"$138,219",No,"$327,627",Yes,z_F,Masters,Lawyer,48,Private,"$5,700",1,z_SUV,no,$0,0,No,0,14,Highly Urban/ Urban
1903,0,0,0,41,1,11,"$34,024",Yes,"$153,936",z_No,z_F,<High School,Clerical,16,Private,"$18,870",4,z_SUV,no,"$5,386",1,No,0,4,Highly Urban/ Urban
1904,0,0,0,37,0,8,"$60,121",No,"$151,782",z_No,z_F,PhD,Doctor,43,Private,"$11,210",4,z_SUV,no,"$4,233",2,No,4,11,Highly Urban/ Urban
1906,0,0,0,50,0,10,"$94,403",No,"$270,997",z_No,M,Bachelors,Manager,33,Commercial,"$29,750",6,Panel Truck,no,$0,0,No,0,8,Highly Urban/ Urban
1907,0,0,0,41,0,12,"$59,567",No,"$224,649",Yes,z_F,Bachelors,Home Maker,27,Private,"$18,870",6,Minivan,no,$0,0,No,0,,Highly Urban/ Urban
1908,0,0,0,39,0,10,"$35,558",No,"$154,532",z_No,M,z_High School,z_Blue Collar,60,Commercial,"$8,960",1,Minivan,no,$0,0,No,0,,z_Highly Rural/ Rural
1909,0,0,0,50,0,12,"$41,799",No,$0,z_No,z_F,Masters,Professional,20,Private,"$17,270",13,Sports Car,no,$0,0,No,0,14,Highly Urban/ Urban
1910,0,0,1,41,2,14,"$44,679",No,,Yes,z_F,z_High School,z_Blue Collar,80,Private,"$7,420",10,z_SUV,no,$0,0,No,2,6,Highly Urban/ Urban
1911,1,4541,3,38,3,14,"$60,854",No,,Yes,M,Masters,,27,Commercial,"$29,170",6,Panel Truck,yes,$0,0,No,4,,Highly Urban/ Urban
1913,0,0,0,46,0,9,"$28,125",No,$0,z_No,z_F,z_High School,Student,51,Commercial,"$8,410",1,z_SUV,no,$0,0,No,2,1,Highly Urban/ Urban
1914,1,5101,0,41,0,,$0,No,"$78,794",z_No,z_F,Bachelors,Home Maker,43,Private,"$12,450",15,z_SUV,no,$0,0,No,1,11,Highly Urban/ Urban
1915,1,1479,0,24,0,8,"$40,245",No,"$98,218",Yes,z_F,z_High School,Clerical,34,Private,"$7,920",7,Sports Car,yes,"$1,836",1,No,9,8,Highly Urban/ Urban
1916,1,5015,0,38,0,,"$69,530",No,"$224,447",Yes,M,z_High School,z_Blue Collar,44,Commercial,"$5,200",1,Pickup,yes,"$48,188",3,Yes,4,7,Highly Urban/ Urban
1917,1,1682.1945348,0,34,3,14,"$54,208",No,"$194,465",Yes,M,Bachelors,Professional,49,Private,"$17,200",1,Van,no,$0,0,No,4,1,Highly Urban/ Urban
1919,0,0,0,41,0,12,"$105,494",No,"$282,125",Yes,M,Bachelors,z_Blue Collar,35,Commercial,"$12,050",4,Pickup,yes,$0,0,No,1,9,z_Highly Rural/ Rural
1920,0,0,0,43,0,10,"$57,018",No,"$233,968",Yes,z_F,Bachelors,z_Blue Collar,72,Commercial,"$13,540",3,z_SUV,no,$0,0,No,2,14,z_Highly Rural/ Rural
1922,0,0,0,45,1,12,"$37,675",Yes,"$148,826",z_No,z_F,z_High School,Clerical,47,Private,"$5,270",1,Sports Car,no,"$3,978",4,No,3,7,Highly Urban/ Urban
1925,0,0,2,42,3,12,"$69,134",Yes,"$223,170",z_No,M,Bachelors,z_Blue Collar,33,Commercial,"$23,730",5,Panel Truck,yes,$0,0,No,0,,z_Highly Rural/ Rural
1926,0,0,0,50,0,13,"$46,169",No,$0,z_No,M,z_High School,Professional,52,Private,"$6,600",11,Pickup,yes,$0,0,No,0,1,Highly Urban/ Urban
1927,0,0,0,41,0,11,"$47,632",No,"$195,979",Yes,z_F,z_High School,Manager,51,Private,"$10,830",1,z_SUV,no,"$5,241",4,No,0,1,Highly Urban/ Urban
1928,0,0,0,44,0,10,"$46,092",No,$0,z_No,M,Bachelors,Manager,32,Private,"$26,300",1,Minivan,no,"$11,743",2,No,6,9,Highly Urban/ Urban
1929,1,2664,0,54,0,0,$0,No,$0,Yes,z_F,Bachelors,Student,49,Commercial,"$6,900",14,z_SUV,no,$0,0,No,0,13,z_Highly Rural/ Rural
1930,1,4383,0,58,0,,$0,No,$0,Yes,M,z_High School,Student,9,Private,"$7,300",1,Minivan,yes,$0,0,Yes,0,8,Highly Urban/ Urban
1932,0,0,0,45,0,9,"$55,272",No,"$212,774",Yes,M,<High School,Clerical,19,Private,"$13,860",4,Minivan,yes,$0,0,No,2,1,z_Highly Rural/ Rural
1933,0,0,0,28,2,15,"$40,061",No,"$134,035",Yes,z_F,z_High School,z_Blue Collar,39,Commercial,"$8,310",7,z_SUV,no,"$5,084",1,No,2,1,Highly Urban/ Urban
1934,0,0,0,42,1,14,"$70,404",Yes,$0,z_No,M,z_High School,Clerical,40,Private,"$21,530",10,Minivan,yes,"$28,889",2,Yes,4,8,Highly Urban/ Urban
1935,1,6990,0,50,0,11,"$22,470",No,$0,z_No,z_F,<High School,Student,32,Private,"$13,810",1,z_SUV,no,"$5,558",2,No,9,5,Highly Urban/ Urban
1936,1,7055,0,51,0,6,"$50,049",No,$0,z_No,M,z_High School,z_Blue Collar,49,Commercial,"$12,820",6,Minivan,yes,$0,0,Yes,0,1,Highly Urban/ Urban
1937,0,0,1,41,3,17,"$70,870",No,"$218,586",Yes,M,z_High School,Professional,46,Private,"$17,810",13,Van,yes,$0,0,No,1,1,Highly Urban/ Urban
1938,1,1101.9277092,0,32,1,13,"$57,583",No,"$213,828",Yes,z_F,z_High School,z_Blue Collar,36,Commercial,"$15,950",4,z_SUV,no,"$4,365",3,No,1,9,Highly Urban/ Urban
1939,0,0,0,31,1,11,"$58,391",No,"$187,063",Yes,M,z_High School,z_Blue Collar,34,Commercial,"$20,400",1,Van,no,"$1,829",1,No,0,8,Highly Urban/ Urban
1940,0,0,0,60,0,14,"$64,076",No,,Yes,M,Bachelors,z_Blue Collar,58,Commercial,"$13,910",7,Minivan,yes,"$1,773",3,No,6,,Highly Urban/ Urban
1942,0,0,0,38,0,9,"$97,801",No,"$276,815",z_No,z_F,Masters,Manager,17,Private,"$27,630",3,Minivan,no,$0,0,No,1,17,Highly Urban/ Urban
1943,0,0,0,53,0,14,"$69,297",No,"$211,553",Yes,M,z_High School,Professional,19,Private,"$20,310",14,Van,no,$0,0,No,3,1,z_Highly Rural/ Rural
1944,0,0,0,43,2,15,"$64,065",No,"$204,282",Yes,z_F,z_High School,z_Blue Collar,5,Commercial,"$16,330",6,Sports Car,no,"$1,389",2,No,5,1,Highly Urban/ Urban
1945,0,0,0,35,2,6,"$32,301",No,"$112,763",Yes,z_F,<High School,Clerical,39,Private,"$18,430",15,Minivan,no,$0,0,No,0,7,Highly Urban/ Urban
1946,0,0,0,39,2,11,"$2,743",Yes,$0,z_No,z_F,<High School,Student,90,Private,"$5,670",10,Sports Car,no,"$2,490",2,No,6,6,z_Highly Rural/ Rural
1947,1,3440,0,45,3,15,"$7,680",No,$0,Yes,M,<High School,Student,49,Private,"$2,270",1,Minivan,yes,$0,0,No,5,5,Highly Urban/ Urban
1948,1,5175,0,27,1,,"$40,202",No,"$172,177",Yes,M,z_High School,z_Blue Collar,18,Commercial,"$4,200",9,Minivan,yes,"$3,045",1,No,2,,Highly Urban/ Urban
1949,0,0,0,27,3,0,$0,Yes,$0,z_No,z_F,z_High School,Student,13,Commercial,"$22,200",6,Pickup,no,$0,0,No,0,1,Highly Urban/ Urban
1952,1,2850,0,43,0,,"$49,533",No,"$255,386",Yes,z_F,z_High School,z_Blue Collar,20,Commercial,"$7,110",4,z_SUV,no,$0,0,No,0,1,Highly Urban/ Urban
1953,0,0,0,48,0,9,"$52,858",No,"$213,305",z_No,z_F,z_High School,z_Blue Collar,18,Commercial,"$9,720",4,z_SUV,no,$0,0,No,0,1,z_Highly Rural/ Rural
1955,0,0,0,54,0,11,,No,"$153,917",Yes,z_F,z_High School,Home Maker,5,Private,"$12,200",11,z_SUV,no,$0,0,No,0,8,z_Highly Rural/ Rural
1956,1,3193,0,41,0,11,"$69,638",No,"$216,395",z_No,M,Masters,Manager,45,Private,"$12,560",1,Minivan,yes,$0,0,No,0,19,Highly Urban/ Urban
1957,0,0,2,44,3,15,"$23,270",Yes,$0,z_No,M,<High School,Clerical,36,Private,"$8,230",1,Pickup,yes,"$2,317",2,No,2,5,z_Highly Rural/ Rural
1958,0,0,0,46,0,,"$34,724",No,"$148,351",z_No,M,z_High School,Clerical,25,Private,"$12,780",10,Minivan,no,"$8,340",1,No,1,9,Highly Urban/ Urban
1959,0,0,0,42,1,11,"$200,928",No,"$513,817",Yes,M,PhD,Manager,25,Private,"$18,090",5,Minivan,no,$0,0,No,0,14,Highly Urban/ Urban
1960,0,0,0,42,0,13,"$129,274",No,"$281,200",Yes,M,PhD,,64,Private,"$11,090",4,Pickup,yes,$0,0,No,1,22,Highly Urban/ Urban
1962,0,0,0,54,0,9,,No,,z_No,z_F,Bachelors,Manager,50,Private,"$8,650",4,z_SUV,no,"$32,639",1,Yes,1,13,Highly Urban/ Urban
1963,1,3764,0,50,0,8,"$34,928",No,$0,z_No,z_F,Masters,Manager,27,Private,"$12,700",4,Sports Car,no,"$22,345",2,No,0,13,Highly Urban/ Urban
1964,1,3310,0,24,2,12,"$11,215",Yes,$0,z_No,M,z_High School,Student,32,Commercial,"$5,020",4,Pickup,yes,"$1,122",4,No,8,8,Highly Urban/ Urban
1965,0,0,0,52,0,,"$70,232",No,"$241,350",Yes,z_F,z_High School,z_Blue Collar,33,Commercial,"$13,750",10,z_SUV,no,$0,0,No,1,9,Highly Urban/ Urban
1967,1,4704,0,28,1,9,"$20,852",No,"$123,109",Yes,z_F,z_High School,Home Maker,5,Private,"$6,390",1,Sports Car,no,"$8,413",2,No,3,1,Highly Urban/ Urban
1968,0,0,0,39,1,11,"$69,842",Yes,"$197,667",z_No,M,Bachelors,z_Blue Collar,25,Commercial,"$8,480",4,Pickup,yes,"$1,421",2,No,4,6,Highly Urban/ Urban
1969,0,0,0,28,2,9,"$40,142",No,"$153,692",Yes,z_F,Masters,,20,Private,"$16,060",5,Minivan,no,"$25,866",3,Yes,6,18,Highly Urban/ Urban
1970,0,0,1,42,4,17,"$82,170",No,"$252,845",Yes,z_F,Bachelors,z_Blue Collar,17,Commercial,"$24,350",6,z_SUV,no,$0,0,No,0,1,z_Highly Rural/ Rural
1971,0,0,0,49,0,0,$0,No,"$85,478",Yes,M,z_High School,Home Maker,36,Private,"$19,260",1,Minivan,yes,"$3,444",1,No,1,1,Highly Urban/ Urban
1972,0,0,1,37,3,9,"$27,431",Yes,"$153,652",z_No,z_F,<High School,z_Blue Collar,58,Private,"$15,400",6,z_SUV,no,$0,0,No,0,7,z_Highly Rural/ Rural
1973,0,0,0,31,1,11,"$51,982",Yes,"$165,805",z_No,z_F,Bachelors,Clerical,25,Private,"$4,600",6,Sports Car,no,$0,0,Yes,1,3,z_Highly Rural/ Rural
1974,0,0,0,40,0,10,"$29,499",No,"$129,021",z_No,z_F,z_High School,Home Maker,23,Private,"$8,450",13,Sports Car,no,"$5,389",1,No,3,1,Highly Urban/ Urban
1975,1,845,0,28,3,13,"$38,460",No,"$135,988",Yes,M,<High School,z_Blue Collar,49,Commercial,"$18,640",1,Van,yes,$0,0,No,0,,Highly Urban/ Urban
1976,1,5297.1905211,0,37,0,11,"$48,737",No,"$224,515",Yes,M,Bachelors,z_Blue Collar,32,Commercial,"$5,200",10,Pickup,no,$0,0,Yes,6,,Highly Urban/ Urban
1977,0,0,0,48,0,10,"$47,606",No,"$186,364",z_No,z_F,<High School,z_Blue Collar,19,Private,"$22,000",7,Minivan,no,$0,0,No,0,7,Highly Urban/ Urban
1978,0,0,0,34,3,14,"$95,191",No,"$269,159",Yes,z_F,Bachelors,z_Blue Collar,30,Commercial,"$19,150",6,Sports Car,no,"$7,248",3,No,3,11,Highly Urban/ Urban
1980,0,0,0,45,0,15,"$24,846",No,"$152,559",Yes,M,Bachelors,Manager,56,Private,"$13,900",6,Minivan,yes,"$39,204",2,Yes,6,1,Highly Urban/ Urban
1981,0,0,0,38,0,5,"$133,913",No,$0,z_No,M,PhD,Doctor,40,Private,"$21,950",4,Van,yes,$0,0,Yes,0,18,Highly Urban/ Urban
1983,1,2719,0,58,0,,"$8,191",No,,Yes,M,Masters,Lawyer,33,Private,"$1,500",9,Minivan,no,"$8,786",2,No,2,16,Highly Urban/ Urban
1984,0,0,1,53,1,16,"$37,345",No,"$177,601",Yes,M,z_High School,Clerical,29,Commercial,"$24,030",1,Panel Truck,yes,"$7,952",1,No,1,8,Highly Urban/ Urban
1985,0,0,0,56,0,11,"$14,227",No,"$124,712",Yes,z_F,Masters,Home Maker,45,Private,"$8,520",7,z_SUV,no,$0,0,No,0,1,z_Highly Rural/ Rural
1986,1,1911,0,45,1,12,"$91,347",No,"$301,304",Yes,M,Masters,Manager,37,Private,"$17,130",7,Van,yes,$0,0,No,0,14,Highly Urban/ Urban
1988,0,0,0,40,1,4,"$22,143",No,"$155,912",Yes,M,z_High School,Clerical,37,Private,"$1,500",6,Minivan,no,$0,0,No,0,,Highly Urban/ Urban
1989,0,0,0,38,0,12,"$14,560",No,"$99,549",Yes,z_F,z_High School,Home Maker,12,Private,"$7,180",11,Sports Car,no,"$7,918",1,No,0,6,Highly Urban/ Urban
1990,1,3143,0,42,0,10,"$34,760",No,,z_No,M,Bachelors,Clerical,22,Commercial,"$24,060",4,Minivan,yes,"$5,608",2,No,5,6,Highly Urban/ Urban
1991,1,3348,0,37,0,12,"$42,797",No,$0,z_No,z_F,z_High School,z_Blue Collar,31,Commercial,"$27,140",1,Minivan,no,$0,0,No,1,9,Highly Urban/ Urban
1992,1,9467,0,37,0,12,"$14,024",No,"$64,600",Yes,z_F,<High School,Clerical,26,Private,"$15,820",4,Minivan,yes,"$5,697",4,No,2,6,Highly Urban/ Urban
1993,1,1729,0,34,0,7,"$18,211",No,$0,z_No,z_F,z_High School,Clerical,20,Private,"$6,720",4,z_SUV,no,"$3,050",2,No,3,1,Highly Urban/ Urban
1994,0,0,0,31,1,12,"$42,456",No,"$149,155",Yes,z_F,z_High School,z_Blue Collar,22,Commercial,"$8,900",10,z_SUV,no,$0,0,No,0,1,Highly Urban/ Urban
1995,0,0,0,41,0,8,"$97,472",No,"$294,809",Yes,z_F,PhD,Doctor,43,Private,"$38,820",1,z_SUV,no,$0,0,No,3,8,Highly Urban/ Urban
1996,1,2912,0,25,2,12,"$47,996",Yes,"$159,776",z_No,M,z_High School,Clerical,5,Commercial,"$8,800",7,Pickup,no,$0,0,No,3,9,Highly Urban/ Urban
1998,0,0,0,48,0,13,"$20,887",No,"$159,568",Yes,M,<High School,Clerical,15,Private,"$18,570",3,Van,no,$0,0,No,0,6,Highly Urban/ Urban
1999,0,0,2,40,3,10,"$30,179",Yes,,z_No,z_F,<High School,Clerical,47,Private,"$14,630",10,z_SUV,no,$0,0,No,0,1,z_Highly Rural/ Rural
2000,0,0,0,55,0,13,"$91,433",No,"$273,791",z_No,M,Masters,Lawyer,27,Private,"$7,000",17,Pickup,no,$0,0,No,3,15,Highly Urban/ Urban
2001,0,0,0,44,0,12,"$46,233",No,$0,z_No,z_F,<High School,z_Blue Collar,22,Private,"$10,520",6,Minivan,no,"$1,994",3,No,2,1,Highly Urban/ Urban
2002,0,0,0,37,0,11,"$33,216",No,$0,z_No,M,z_High School,Clerical,52,Commercial,"$30,340",1,Panel Truck,no,$0,0,No,0,8,Highly Urban/ Urban
2003,1,3107,0,41,0,8,"$95,166",No,"$306,407",z_No,M,Bachelors,Professional,57,Commercial,"$21,690",6,Van,yes,"$11,742",3,No,6,8,Highly Urban/ Urban
2005,0,0,0,51,0,14,"$89,606",No,"$288,266",z_No,z_F,Bachelors,Clerical,32,Private,"$10,460",1,z_SUV,no,"$21,581",2,Yes,0,8,Highly Urban/ Urban
2006,1,159.15092017,0,56,0,13,"$40,355",No,"$192,566",z_No,M,z_High School,z_Blue Collar,10,Commercial,"$2,690",6,Minivan,yes,$0,0,No,0,1,z_Highly Rural/ Rural
2007,0,0,0,33,1,0,$0,No,$0,Yes,z_F,<High School,Student,31,Private,"$16,080",6,Pickup,no,"$2,942",2,No,1,1,Highly Urban/ Urban
2008,0,0,0,40,0,9,"$68,418",No,"$253,498",Yes,M,Masters,Lawyer,20,Private,"$12,340",9,Minivan,yes,$0,0,No,1,15,Highly Urban/ Urban
2009,1,1200,0,60,0,13,"$54,710",No,"$190,364",Yes,z_F,Masters,Lawyer,6,Private,"$17,100",1,z_SUV,no,$0,0,No,2,,Highly Urban/ Urban
2010,0,0,0,34,3,14,"$31,389",No,"$158,657",Yes,z_F,<High School,z_Blue Collar,16,Private,"$12,710",1,z_SUV,no,$0,0,No,0,5,z_Highly Rural/ Rural
2012,0,0,0,44,3,12,"$59,693",No,"$197,014",Yes,z_F,z_High School,Clerical,50,Commercial,"$23,950",7,Panel Truck,yes,$0,0,No,1,6,Highly Urban/ Urban
2013,0,0,0,39,0,9,"$40,716",No,"$170,076",Yes,z_F,z_High School,Professional,9,Private,"$5,570",1,z_SUV,no,"$24,183",2,No,3,8,Highly Urban/ Urban
2014,0,0,0,44,0,10,"$80,403",No,"$241,977",z_No,M,Bachelors,Professional,35,Private,"$13,940",6,Minivan,yes,"$5,049",3,No,7,7,Highly Urban/ Urban
2016,0,0,0,44,0,12,"$51,538",No,"$211,021",Yes,z_F,Bachelors,Clerical,35,Private,"$11,240",1,Sports Car,no,$0,0,No,0,11,z_Highly Rural/ Rural
2017,0,0,0,52,0,13,"$68,098",No,"$216,432",Yes,M,Bachelors,Manager,32,Private,"$1,500",7,Minivan,yes,$0,0,No,0,1,Highly Urban/ Urban
2018,0,0,0,33,2,12,"$67,789",Yes,$0,z_No,M,Masters,Lawyer,26,Private,"$15,090",4,Minivan,yes,"$6,430",3,No,4,10,Highly Urban/ Urban
2019,1,3027,0,47,0,0,$0,No,"$52,929",Yes,z_F,Bachelors,Home Maker,52,Private,"$6,430",1,z_SUV,no,"$8,376",1,No,6,12,Highly Urban/ Urban
2020,0,0,0,51,0,14,"$26,806",No,"$132,117",Yes,M,z_High School,Clerical,22,Private,"$1,500",6,Minivan,yes,$0,0,No,4,1,Highly Urban/ Urban
2021,0,0,0,47,0,11,"$31,392",No,"$142,235",Yes,M,<High School,Clerical,38,Private,"$17,460",4,Minivan,yes,"$7,811",3,No,5,7,Highly Urban/ Urban
2022,0,0,0,51,0,8,"$106,090",No,"$306,975",Yes,M,Bachelors,z_Blue Collar,37,Commercial,"$12,110",1,Pickup,yes,$0,0,No,0,1,Highly Urban/ Urban
2023,0,0,0,40,3,13,"$38,463",No,"$164,112",Yes,M,<High School,z_Blue Collar,55,Commercial,"$11,610",7,Pickup,yes,$0,0,No,0,1,z_Highly Rural/ Rural
2024,0,0,0,19,4,14,"$1,774",No,"$78,025",Yes,M,z_High School,Student,43,Private,"$12,720",10,Minivan,no,$0,0,No,0,,z_Highly Rural/ Rural
2026,0,0,0,45,1,0,$0,No,"$97,496",Yes,z_F,Masters,Lawyer,42,Private,"$11,100",1,z_SUV,no,$0,0,No,0,10,z_Highly Rural/ Rural
2027,1,3766,1,39,2,11,"$10,666",No,$0,Yes,z_F,z_High School,Student,10,Private,"$5,600",1,z_SUV,no,$0,0,No,2,6,Highly Urban/ Urban
2028,0,0,0,42,1,10,"$105,512",No,"$303,875",Yes,M,Masters,Manager,32,Commercial,"$24,040",4,Panel Truck,no,$0,0,No,1,20,Highly Urban/ Urban
2029,1,1493,1,44,1,0,$0,No,$0,Yes,M,z_High School,Student,20,Commercial,"$8,660",7,Pickup,yes,$0,0,No,1,1,Highly Urban/ Urban
2030,0,0,0,51,0,,"$54,139",No,"$197,100",Yes,z_F,Bachelors,Manager,38,Private,"$12,010",4,Minivan,no,$0,0,No,3,14,Highly Urban/ Urban
2031,0,0,0,38,3,12,"$61,159",Yes,$0,z_No,z_F,Bachelors,Professional,36,Private,"$5,300",7,Sports Car,no,$0,0,No,0,7,z_Highly Rural/ Rural
2032,0,0,0,46,0,10,"$44,574",No,$0,z_No,M,Masters,Lawyer,39,Private,"$27,130",6,Minivan,yes,"$6,939",3,No,0,21,Highly Urban/ Urban
2037,0,0,0,54,0,11,"$66,623",No,"$261,930",Yes,M,<High School,z_Blue Collar,32,Commercial,"$34,300",10,Panel Truck,no,"$9,485",3,No,0,1,z_Highly Rural/ Rural
2038,1,6407,0,22,1,8,"$18,632",Yes,$0,z_No,z_F,z_High School,Clerical,21,Private,"$10,800",10,z_SUV,no,$0,0,No,3,1,Highly Urban/ Urban
2039,0,0,0,55,0,0,$0,No,"$111,559",Yes,z_F,PhD,Home Maker,34,Private,"$7,000",9,z_SUV,no,"$6,479",1,No,0,14,Highly Urban/ Urban
2040,0,0,0,47,0,12,"$59,164",No,$0,z_No,M,PhD,,20,Commercial,"$6,200",18,Pickup,yes,$0,0,No,0,7,Highly Urban/ Urban
2041,1,377.91092048,0,37,3,16,"$6,398",No,"$109,751",Yes,z_F,Bachelors,Home Maker,39,Private,"$5,840",1,Sports Car,no,"$6,247",4,No,4,12,Highly Urban/ Urban
2042,1,3424,0,41,0,8,"$54,289",No,$0,z_No,z_F,Bachelors,z_Blue Collar,45,Commercial,"$6,960",8,z_SUV,no,"$10,823",3,No,0,14,Highly Urban/ Urban
2043,1,3731,0,39,1,15,"$30,804",No,"$159,351",Yes,z_F,z_High School,Clerical,39,Private,"$13,140",9,z_SUV,no,"$5,101",3,No,6,7,z_Highly Rural/ Rural
2044,0,0,0,32,2,12,"$67,229",Yes,$0,z_No,z_F,Bachelors,Manager,39,Private,"$11,420",6,z_SUV,no,$0,0,No,0,13,Highly Urban/ Urban
2045,1,3504,0,64,0,10,"$37,380",No,$0,z_No,M,Masters,Lawyer,14,Private,"$11,640",1,z_SUV,no,$0,0,No,0,15,Highly Urban/ Urban
2046,0,0,0,58,0,12,"$71,509",No,"$214,596",Yes,M,<High School,z_Blue Collar,37,Private,"$13,020",11,Minivan,no,$0,0,No,1,6,Highly Urban/ Urban
2047,1,2531,0,35,2,13,"$28,777",No,"$116,463",Yes,M,<High School,z_Blue Collar,37,Commercial,"$7,880",1,Pickup,yes,"$2,569",2,No,5,1,Highly Urban/ Urban
2048,0,0,0,55,0,14,"$72,337",No,"$210,378",Yes,M,PhD,Manager,28,Commercial,"$27,130",1,Panel Truck,no,"$4,957",3,No,0,11,Highly Urban/ Urban
2049,0,0,0,29,1,13,"$27,222",No,"$146,133",Yes,M,z_High School,Clerical,33,Private,"$12,200",1,Pickup,yes,$0,0,No,1,1,Highly Urban/ Urban
2050,0,0,0,36,0,11,"$53,385",No,"$169,913",z_No,M,Masters,Lawyer,26,Private,"$12,590",10,Minivan,yes,$0,0,No,2,10,Highly Urban/ Urban
2051,0,0,2,61,2,16,"$8,559",Yes,$0,z_No,z_F,PhD,Home Maker,45,Private,"$8,470",6,Sports Car,no,$0,0,No,3,12,z_Highly Rural/ Rural
2052,0,0,0,55,0,11,"$152,237",No,$0,z_No,M,PhD,,14,Commercial,"$22,220",1,Van,yes,"$3,005",2,No,6,,Highly Urban/ Urban
2054,0,0,0,57,0,12,"$61,754",No,$0,z_No,z_F,Masters,Lawyer,23,Private,"$7,680",4,z_SUV,no,$0,0,No,0,9,z_Highly Rural/ Rural
2055,1,7041.6164144,0,56,0,8,"$56,111",No,,Yes,z_F,z_High School,Professional,61,Private,"$14,180",4,z_SUV,no,"$3,387",2,No,1,10,Highly Urban/ Urban
2056,0,0,0,47,0,9,"$105,623",No,$0,z_No,M,Bachelors,Manager,47,Private,"$15,810",7,Minivan,no,$0,0,No,0,12,Highly Urban/ Urban
2057,0,0,0,45,2,11,"$88,787",Yes,"$215,953",z_No,z_F,Masters,,5,Commercial,"$14,880",6,Pickup,no,$0,0,No,4,13,Highly Urban/ Urban
2058,0,0,0,57,0,8,"$98,693",No,"$309,069",Yes,z_F,Masters,Professional,14,Private,"$17,070",4,Minivan,no,$0,0,No,0,19,Highly Urban/ Urban
2061,0,0,0,45,0,10,"$62,552",No,"$208,227",Yes,z_F,Bachelors,Clerical,34,Private,"$29,080",4,Sports Car,no,"$2,631",3,No,4,5,Highly Urban/ Urban
2062,1,2098,0,51,0,14,"$18,282",No,$0,Yes,z_F,z_High School,Student,61,Commercial,"$17,500",6,z_SUV,no,$0,0,No,0,7,Highly Urban/ Urban
2063,1,2275,0,41,0,11,"$71,303",No,"$213,841",z_No,z_F,Bachelors,z_Blue Collar,31,Commercial,"$12,730",1,z_SUV,no,"$6,984",2,No,2,8,Highly Urban/ Urban
2064,1,616,0,66,0,8,"$20,443",No,"$164,510",Yes,M,<High School,z_Blue Collar,40,Private,"$1,500",7,z_SUV,yes,"$3,331",1,No,6,1,Highly Urban/ Urban
2065,0,0,0,51,0,7,"$33,349",No,"$178,852",Yes,M,<High School,z_Blue Collar,32,Commercial,"$10,570",3,Pickup,no,"$1,529",2,No,0,4,Highly Urban/ Urban
