,Unnamed: 0,DSI_Title,Text,Cluster
2,2,Trump-Plans-to.docx,"For the second time in a month, President Donald Trump is reportedly set to make a controversial nomination to the Federal Reserve Board.

Trump is reportedly waiting until Cain’s background check is complete to make an official announcement. That may end up complicating matters, as Cain has been accused of sexual misconduct by at least four women — allegations that, along with revelations of a long-term extramarital affair, prompted him to end his presidential campaign in December 2011.

Trump — who himself has been accused of sexual misconduct by more than 20 women — defended Cain when the allegations against Cain were in the news in late 2011, telling Fox News at the time that his accusers “probably do love their names splashed across the front pages. … I think Herman should take very, very strong action, even if he has to bring a major lawsuit against the women.”

News that Trump plans to nominate Cain comes less than a month after he announced that he plans to fill another opening on the board with Stephen Moore, an economic commentator who is perhaps best known for playing a staunch Trump loyalist on CNN.

Cain, like Moore, has close ties to Trump. Last September, Cain co-founded a pro-Trump Super PAC, America Fighting Back PAC. Its homepage features a photo of Trump with the text, “We must protect Donald Trump and his agenda from impeachment.”

Cain is actually more qualified for the job than Moore. From 1992 to 1996, he served as director of the Federal Reserve Bank of Kansas City.

As far as economic policy goes, Cain is perhaps best known for his “9-9-9” tax proposal, which would’ve replaced the US tax system with a flat tax of 9 percent on businesses, personal income, and sales.

Cain has recently spoken out against the Fed interest rate increases

News that Trump plans to nominate Cain came hours after Trump posted his latest tweet criticizing the Fed for the interest rate hikes it implemented during his first two years in office.

Though the Fed announced last month that rates would hold steady for now, Trump is apparently still unhappy with Chair Jerome Powell. Axios reports that Trump regards his selection of Powell “as one of the greatest mistakes of his administration. He has told aides that Powell has no ‘feel’ for the markets and compares him to a golfer who cannot putt.”

As late as December 2017, Cain publicly said he regarded the Fed’s policy of gradual rate hikes as “good news.” But he’s since brought his view into alignment with Trump, as Bloomberg detailed in a January report that broke news about Cain being under consideration for a Fed seat

He told Bloomberg News in an interview that he’s concerned the Fed was overly aggressive with interest rate increases in the last year, but didn’t respond to follow-up questions about his column defending higher rates.

The chain of events is reminiscent of what happened about a year ago with Ronny Jackson, Trump’s former White House physician and onetime choice to lead the Department of Veterans Affairs. Shortly after Trump announced Jackson as his pick to lead the VA, reports emerged about him drinking on the job and mistreating staff. Jackson’s nomination was eventually pulled. More recently, in February, Trump’s pick for United Nations ambassador, Heather Nauert, withdrew from consideration for the job amid reports that she employed a nanny who was in the country legally but didn’t have a proper work permit.",2
11,11,Trump-Puerto-Rico.docx,"It was arguably the biggest scandal and outrage of Donald Trump’s young, already scandal-ridden presidency.

With the bodies barely cold, the president instead launched sustained, petty public-relations warfare against politicians who he felt had crossed him and, at times, appeared to go to war with the victims of the storms.

Now, a year and a half after hurricanes Irma and María ravaged Puerto Rico, the island is grappling with a whole new round of crises, Trump has been telling his GOP allies that Puerto Rico is receiving too much assistance from the federal government, and lawmakers leading an investigation into what happened after the storms are being stalled.

Rep. Gerry Connolly (D-VA), who chairs the House Oversight Committee’s subcommittee on government operations, told The Daily Beast he still hasn’t seen key documents from the administration detailing its response to the hurricanes. He said the committee should be prepared to use its subpoena power to obtain those documents—and, if necessary, to hold officials in contempt of Congress if they don’t comply.

The remarks came as Democratic lawmakers are accusing Trump and his administration of dragging their feet on recovery funding, and as the Post reported that the devastated island is facing a food-stamp crisis.

The disaster and its aftermath left nearly 3,000 people dead, and the island is still struggling to recover nearly two years later.





Late last year, Rep. Elijah Cummings (D-MD), then incoming chairman of the House Oversight Committee, sent formal documents requests to FEMA, the Department of Defense, and the Department of Health and Human Services regarding the “preparations and response” to the storms.

A source familiar with the situation told The Daily Beast that HHS had extended multiple offers to the committee to review data and documents on-site at the department, using its online-portal tracking mechanism. The source stated that all such offers have been declined.

Democratic lawmakers on Capitol Hill, however, continue to indicate they are still in the dark on the administration’s handling of Puerto Rico.

In September 2018, committee Democrats released a report arguing that the administration dramatically fumbled the response to the disaster—and that Trump’s Republican allies on the Oversight Committee had shut down a “credible investigation” into how that happened. 

Shortly after Democrats’ midterm victory, Cummings released FEMA documents detailing continued struggles in areas affected by the storm—like lack of access to clean water and reliable power—as evidence that Trump’s response was not, as the president had claimed, “unbelievable.”

As for Trump himself, this is more than just a matter of policy—it’s a matter of personal pride. According to those close to him, the president has long feared that Puerto Rico’s devastation, and his response and reactions to it, would become known as his Hurricane Katrina, the Category 5 hurricane that pummeled areas stretching from Florida to Texas in 2005.",2
57,57,why-no-obstruction-charge.docx,"Special counsel Robert Mueller did not find that President Donald Trump was guilty of obstruction of justice. It didn’t find him innocent, either.



Attorney General William Barr and Deputy Attorney General Rod Rosenstein have concluded that “the evidence is not sufficient” to charge Trump with obstruction of justice. But as a letter written by Barr to the House Judiciary Committee Sunday (summarizing the still-confidential Mueller report submitted to Barr and the Department of Justice on Friday) makes clear, that was Barr and Rosenstein’s decision — not Mueller’s.



According to Barr, Mueller didn’t draw any conclusions or make any decisions about the second part of his investigation: whether Trump obstructed justice by interfering in the investigation of Russian interference. 



Instead, Mueller simply laid out the facts of Trump’s actions with regard to the investigation. Barr and Deputy Attorney General Rod Rosenstein used those facts, as well as conversations they’d had with Mueller over the course of the investigation, to draw a conclusion about whether Trump would meet the requirements to be charged with obstruction. Their conclusion, according to Barr, is that the facts they have wouldn’t be enough to charge Trump with obstruction.



An obstruction-of-justice charge requires the government to meet a standard of “beyond a reasonable doubt” for three different things:



There was “obstructive conduct;

The conduct was related to a prosecution or investigation;

The conduct was “done with corrupt intent.”



Barr is saying that he and Rosenstein didn’t see any actions described in the report that met that standard for all three elements.



Barr barely explains his reasoning here. Earlier in the letter he points out that Mueller didn’t find evidence establishing Trump himself was involved in an underlying crime regarding Russian interference, then claims that this “bears upon the President’s intent with regard to obstruction” — in other words, that if there wasn’t a crime to hide from the public or prosecutors to begin with, there wouldn’t be any need for Trump to obstruct.



We don’t know why Mueller punted on obstruction — or if he intended for Barr to make a decision instead



The critiques of Barr’s “no obstruction” declaration, from both elected Democrats and Trump-skeptical legal experts, fall into two broad categories: questions about why Mueller didn’t come to a conclusion about whether Trump could be charged with obstruction, and questions about whether it was appropriate for Barr to declare that Trump couldn’t be.



Barr’s interpretation isn’t exactly the legal consensus. So for Barr to declare that Trump didn’t meet the standard for obstruction of justice (not least because he didn’t act with “corrupt intent”) doesn’t necessarily say anything about whether another prosecutor would agree.



Eventually, at least some of the Mueller report is going to be made public. But that may not include any of the descriptions of Trump’s actions that might have constituted obstruction, or Mueller’s analysis of why they might or might not qualify.



Barr is responsible for deciding what parts of the report are released to Congress. 



The problem is that standard DOJ policies state that prosecutors shouldn’t release information to the public about “unindicted conduct” — for fear of making people seem guilty in the court of public opinion who aren’t being tried in a court of law. If Barr follows that standard, his decision that Trump shouldn’t be charged with obstruction would lead him to redact any information Mueller laid out in that regard.",2
49,49,trump-administration-plan-for-ai.docx,"THE US LEADS the world in artificial intelligence technology. Decades of federal research funding, industrial and academic research, and streams of foreign talent have put America at the forefront of the current AI boom.

Yet as AI aspirations have sprouted around the globe, the US government has lacked a high-level strategy to guide American investment and prepare for the technology’s effects.

President Trump signed an executive order creating a program called the American AI Initiative. It doesn’t include new funding or specific AI projects. But it orders the federal government to direct existing funds, programs, and data in support of AI research and commercialization.

The new initiative also asks agencies to help US workers adjust to jobs that have been or will be changed by AI, and to consider how the technology may require new regulations.

“AI has really become a transformative technology that’s changing industries, markets, and society,” says Lynne Parker, who leads work on AI in the White House Office of Science and Technology Policy. 

Parker previously contributed to work by the Obama administration that, a month prior to Trump’s election, led to reports on AI’s potential and societal implications, and a plan for future research. 

Artificial intelligence is the 60-year-old quest to make machines capable of mental or physical tasks seen as emblematic of human or animal intelligence. In the past seven years a technology called machine learning, in which algorithms gain skills by digesting example data, has allowed computers to become markedly better at understanding the world. That technology has birthed software able to read medical scans, spawned virtual assistants that answer shouted trivia questions, and become the heart of every major tech company’s product strategy.

One element of the Trump administration plan would open some stocks of government data to academics and companies doing AI research. 

The White House says it will ask agencies in areas such as health and transportation to release data that could advance AI research, using mechanisms that protect privacy. 

The plan Trump signed also directs federal agencies to prioritize AI when allocating their R&D budgets. It asks them to support training and fellowship programs that will help workers adjust to jobs changed by AI, and to train future AI experts and researchers.

White House staff will work with regulators like the Department of Transportation and the Food and Drug Administration to consider how AI technologies such as driverless cars and software that diagnoses disease may require new or revised regulations.

Researchers, civil liberties groups, and some companies have called for new ethical norms and regulation on AI. 

The executive order on AI does not concern itself with immigration. That’s despite the importance of foreign talent to AI projects and progress in the US, and worries among American AI researchers that Trump administration immigration policy is harming the field.

Some AI programs might benefit from a change to the H-1B skilled visa program announced in January. It will now slightly favor holders of advanced degrees from US institutions, seen as beneficial to tech companies working on advanced technologies.

Ryan Calo, a law professor at the University of Washington, says it’s good to see the White House taking AI and its effects seriously. He also says it will take time to know whether the Trump administration is properly attending to the ethical and human rights questions raised by AI.",2
56,56,Will-Trump_Era.docx,"Has the Trump administration begun to dismantle the Obama initiatives?

Much was made about changes to the federal school-food rules that Mr. Perdue announced in May after taking over the Department of Agriculture. But the changes (to rules set forth as part of the 2010 legislation ) are actually quite minor.

“What he said didn’t change anything, honestly,” Ms. Hayes said.

The changes fall into three areas. The first involves how much whole grain the federal government requires in school meals that qualify for at least some federal reimbursement. Under rules set by the Obama administration, buns, pasta and other foods made from grain must be at least half whole grain. Districts can apply for exceptions, which are especially popular with regional foods that are traditionally made with white flour.

“In the South, they are very worried about biscuits,” Ms. Hayes said. “In areas with large Asian populations, they are really worried about brown rice. In the Northeast, they are worried about bagels.” Whole-wheat tortillas are troublesome because they tend to crack when folded. “And everyone had a problem with pasta,” Ms. Pratt-Heavner said.

The Trump administration measures merely allow districts more time to apply for exemptions, although Mr. Perdue indicated that more changes could be in store.

Milk is another point of contention. The Obama-era rules allowed milk with 1 percent fat, but said flavored milk must be nonfat. Mr. Perdue’s change allows schools to serve flavored milk with 1 percent fat. But cafeteria administrators say 1 percent flavored milk isn’t readily available because dairy processors have already geared up to make milk in school-size containers based on the Obama regulations. Besides, they say, children have become used to nonfat chocolate milk.

The third, and perhaps most significant, change slows the imposition of new requirements that would have greatly limited salt. Districts still have to reduce sodium, but not as aggressively — a move that has won widespread support.

How much can schools rely on the federal government to improve food?

Not as much as they once did. The game is local now, with newly empowered chefs and parents joining in.

After the Obama-era rules took effect, some districts reported large drops in the number of children who participated. The food just wasn’t as tasty, students said. Many people blamed the stricter standards for fat, sugar and vegetable consumption, while others contended that the food simply needed to be prepared better.

The pushback against the federal regulations largely came from those who wanted local control, said Donna S. Martin, president of the Academy of Nutrition and Dietetics and director of the school nutrition program for Burke County Public Schools in Waynesboro, Ga. “People want less regulation,” she said. “But that doesn’t mean people in every district in the country are not coming up with ways to make food better.”

Ann Cooper, the food service director for Boulder Valley Schools, in Colorado, calls herself “the renegade lunch lady.” She’s not hopeful that free school lunches and other food programs for the poor will get additional money under the Trump administration. In fact, their budgets will most likely be cut.

“If we want to see changes happen, they are going to come out of public-private partnerships or foundations and N.G.O.s,” she said. “People need to take matters into their own hands.”

On Wednesday, her Chef Ann Foundation , which provides grants to help schools create healthier food, will start the School Food Institute , which uses video courses to help school food-service operators and parents navigate the daunting bureaucracy of local and federal aid, with the aim of bringing from-scratch cooking back to all schools.

“We’re trying to get people to move from nuggets and Tater Tots to roast chicken,” Ms. Cooper said. “We can spend our time counting the grain in a chicken nugget as part of the whole-grain federal mandate, but should we even be talking about chicken nuggets?”",2
6,6,RMM_Doc2_Trade-Announcement.docx,"Winners and losers in Trump’s big China trade announcement


Author: Heather Long

Publication Date: June 29, 2019



President Trump cooled off his trade war with China this weekend, announcing he would hold off imposing more tariffs. Many businesses are cheering the move, which happened Saturday morning in Japan (Friday night in the United States) on the sidelines of the Group of 20 meeting of world leaders.



Trump and Chinese President Xi Jinping agreed to keep talking, reviving hopes of a deal soon. Trump called his time with Xi “great” and “beautiful.”

Many expected a restart in trade talks, which collapsed two months ago, leading Trump to increase tariffs on the Chinese and pursue sanctions on the Chinese tech behemoth Huawei. But China got almost all of what it wanted from this meeting: Trump agreed to hold off on more tariffs, and he made some concessions regarding Huawei. In exchange, Trump said, Xi agreed to buy more U.S. farm products.



It’s too soon to tell whether the fragile truce will hold, but for now, here’s a rundown of the winners and losers from this round of U.S.-China talks.



Winners



China — China may have lost at the World Cup in France, but the nation had a strong showing at the G-20. China won some concessions from the United States. Trump agreed he would not put tariffs on the remaining $300 billion of Chinese imports while they keep talking. Trump also rolled back some restrictions on Huawei, which faced a far darker future if it couldn’t do business with U.S. tech companies. In exchange, China agreed to resume some purchases of U.S. agricultural products — something China wants anyway and has been offering for more than a year. (It’s not clear how much China will buy.)



American retailers (Walmart, Target, Amazon, etc.) — Big sigh of relief. Trump had threatened to put tariffs on all remaining Chinese imports, including items such as smartphones, baby products and shoes. But those tariffs are off the table for now. This is a huge win for retailers who typically import nearly all the products for the major holiday shopping period in July, August and September.



U.S. consumers — Trump’s current tariffs cost a family of four about $800 more a year. Had he gone ahead with his threat to tax all remaining Chinese imports, a typical family’s costs would have more than doubled to over $1,800.



Huawei — The U.S. government has accused Chinese tech giant Huawei of using its phones and other products to basically spy on Americans. The Commerce Department had restricted U.S. companies from doing business with Huawei, but Trump relaxed the ban this weekend. It’s a big win for Huawei because Trump overruled some of his advisers — and even GOP senators — with the move. It also means Trump is willing to make Huawei part of the trade negotiations, something the Chinese wanted but some Trump advisers tried to keep separate because they argue doing business with Huawei presents a national security concern.



Wall Street — The stock market surged this month, with the Dow Jones industrial average having its best June since 1938. Wall Street investors bet Trump would restart trade talks, and that’s exactly what happened. Investors also cheered the Federal Reserve’s indication that it would cut interest rates, if necessary, to boost the economy if Trump’s trade war really starts to bite.",2
34,34,RLS_Doc2_Trump-Iran-Policy_Trump-approved economic sanctions against Iran hurt average Iranians.docx,"Tensions between the United States and Iran have reached their highest levels in decades after President Trump nearly called for a military strike against Iran last week. On Monday, the president signed off on new sanctions against the country. As the U.S. piles sanction after sanction on Iran, it's the average person who feels it the most.

From a subway performer's battered leather hat devoid of tips, to a bride-to-be's empty purse, the lack of cash from the economic pressure facing Iran's 80 million people can be seen everywhere. Many blame Mr. Trump and his maximalist policy on Iran, which has seen him pull out of Tehran's 2015 nuclear deal with world powers and levy punishing U.S. sanctions on the country.

In recent weeks, Iran has threatened to break out of the deal unless European powers mitigate what it calls Mr. Trump's ""economic warfare."" Iran also appeared ready to push back against the buildup of U.S. forces in the region, after shooting down an American drone it says violated its airspace last week. In response, U.S. officials have vowed to pile on more sanctions. The Pentagon conducted a cyberattack on computer systems in Iran that control rocket and missile launches, sources familiar with the matter confirmed to CBS News. Mr. Trump reportedly approved the cyberattack.

But alongside Mr. Trump, many Iranians blame their own government. In 1979, Grand Ayatollah Ruhollah Khomeini replaced the U.S. backed Monarchy of Mohammed Reza Shah after Iran voted by national referendum to become an Islamic Republic with Khomeini as ""Supreme Leader."" 

Walking by any money exchange shop is a dramatic reminder of the hardships most people are facing. Inflation is over 37 percent, according to government statistics. More than 3 million people, or 12 percent of working-age citizens, are unemployed. That rate doubles for educated youth. Depreciation and inflation make everything more expensive — from fruits and vegetables to tires and oil, all the way to the big-ticket items, like mobile phones. A simple cell phone is about two months' salary for the average government worker, while a single iPhone costs a 10 months' salary.

Iran is home to the world's fourth-largest proven reserve of crude oil and holds the world's second-largest proven reserve of natural gas, after Russia. But under Mr. Trump's maximum-pressure campaign, the U.S. has cut off Iran's ability to sell crude on the global market and threatened to sanction any nation that purchases it. Oil covers a third of the $80 billion a year the government spends in Iran, meaning that a fall in oil revenues cuts into its social welfare programs, as well as its military expenditures.

Years of popular frustration with failed economic policies triggered protests in late 2017, which early the following year spiraled into anti-government demonstrations across dozens of cities and towns. The current problems take root in Iran's faltering efforts to privatize its state-planned economy after the devastating war with Iraq in the 1980s, which saw 1 million people killed.

Still, many Iranians pin the economic crisis on corruption as much as anything else.",2
3,3,Manafort-Share-Russian.docx,"As a top official in President Trump’s campaign, Paul Manafort shared political polling data with a business associate tied to Russian intelligence, according to a court filing unsealed on Tuesday. The document provided the clearest evidence to date that the Trump campaign may have tried to coordinate with Russians during the 2016 presidential race.

Mr. Manafort’s lawyers made the disclosure by accident, through a formatting error in a document filed to respond to charges that he had lied to prosecutors working for the special counsel, Robert S. Mueller III, after agreeing to cooperate with their investigation into Russian interference in the election.

The document also revealed that during the campaign, Mr. Manafort and his Russian associate, Konstantin V. Kilimnik, discussed a plan for peace in Ukraine. Throughout the campaign and the early days of the Trump administration, Russia and its allies were pushing various plans for Ukraine in the hope of gaining relief from American-led sanctions imposed after it annexed Crimea from Ukraine.

Prosecutors and the news media have already documented a string of encounters between Russian operatives and Trump campaign associates dating from the early months of Mr. Trump’s bid for the presidency, including the now-famous meeting at Trump Tower in Manhattan with a Russian lawyer promising damaging information on Hillary Clinton. The accidental disclosure appeared to some experts to be perhaps most damning of all.

The document gave no indication of whether Mr. Trump was aware of the data transfer or how Mr. Kilimnik might have used the information. But from March to August 2016, when Mr. Manafort worked for the Trump campaign, Russia was engaged in a full-fledged operation using social media, stolen emails and other tactics to boost Mr. Trump, attack Mrs. Clinton and play on divisive issues such as race and guns. Polling data could conceivably have helped Russia hone those messages and target audiences to help swing votes to Mr. Trump.

Both Mr. Manafort and Rick Gates, the deputy campaign manager, transferred the data to Mr. Kilimnik in the spring of 2016 as Mr. Trump clinched the Republican presidential nomination, according to a person knowledgeable about the situation. Most of the data was public, but some of it was developed by a private polling firm working for the campaign, according to the person.

Mr. Manafort asked Mr. Gates to tell Mr. Kilimnik to pass the data to Oleg V. Deripaska, a Russian oligarch who is close to the Kremlin and who has claimed that Mr. Manafort owed him money from a failed business venture, the person said. It is unclear whether Mr. Manafort was acting at the campaign’s behest or independently, trying to gain favor with someone to whom he was deeply in debt.

Of the various Russian intermediaries to the Trump campaign, Mr. Kilimnik appears to be one of the most important to Mr. Mueller’s inquiry. A Russian citizen and resident, he faces charges from Mr. Mueller’s team of tampering with witnesses who had information about Mr. Manafort, but Mr. Kilimnik is not expected to ever stand trial.",2
60,60,JW_Doc1_Trump Says U.S. ‘Winning’ Trade War After Reviving China Talks.docx,"President Donald Trump declared the U.S. was “winning” the trade war a day after reaching a temporary truce with Chinese President Xi Jinping.



On a visit to South Korea following the Group of 20 summit in Japan, Trump said at a news conference that the Federal Reserve “has not been of help to us at all” in his trade spat with Beijing.



“Despite that, we’re winning, and we’re winning big because we have created an economy that is second to none,” he said.



The White House has yet to reveal details of Trump’s arrangement with Xi, leaving uncertainty about how the two countries will proceed. Trump said after the G-20 meeting that he would hold off indefinitely on tariffs planned for an additional $300 billion in Chinese imports while allowing U.S. companies to continue to do some business with China’s Huawei Technologies Co., one of the country’s most prominent firms.



‘Catastrophic Mistake’

The move drew criticism back home, where many members of Congress agreed with the administration’s assessment that Huawei is a threat to national security and don’t want the company treated as a bargaining chip. The Commerce Department in May moved to place Huawei on a blacklist that would cut it off from American suppliers.



U.S. officials have alleged the company’s products could be utilized for espionage by Beijing, a claim Huawei denies.

“If President Trump has agreed to reverse recent sanctions against #Huawei he has made a catastrophic mistake,” Senator Marco Rubio, a Florida Republican, said in a tweet.



In addition to agreeing to re-start talks, Trump said Xi had also agreed that China would buy large amounts of U.S. agricultural goods. But Chinese official media reports said only that Trump hopes China will import more American goods as part of the trade-war truce.

Trump offered no further visibility into his agreement with Xi during both a scheduled meeting on Sunday with South Korean President Moon Jae-in and a surprise summit with North Korean leader Kim Jong Un at the Demilitarized Zone dividing the Korean Peninsula.

“We are where we are,” he said at a news conference with Moon when asked about China. “We’re collecting 25 percent on $250 billion, and China is paying for it, as you know, because, as you notice, our inflation hasn’t gone up.”



Yuan Devaluation

The president has repeatedly insisted that China bears the cost of the tariffs he’s imposed on its exports to the U.S., rejecting the consensus of economists that the taxes are paid by American companies and consumers in the form of higher prices.

“China has devalued their currency in order to pay for the tariffs,” he said. The yuan has declined against the dollar in the last year, helping offset some of the impact of Trump’s tariffs, but Chinese officials have said the devaluation is the result of market forces.

The U.S. Treasury Department under Trump has refrained from accusing China of artificially manipulating its currency.



“And in addition to devaluing, they’ve also pumped a lot of money into their economic model,” Trump said. “They’ve been pumping money in. We haven’t. We’ve been retracting. We’ve been raising interest rates and they’ve been lowering interest rates.”

Trump frequently complains about the Federal Reserve and its chairman he appointed, Jerome Powell, for raising interest rates in 2018. The central bank indicated after policy meetings earlier this month that it may consider reducing rates later this year if the economy softens.",2
33,33,Fed-Interest-Rates.docx,"Powell gets the heat, but all Trump Fed appointees backed rate hikes

U.S. President Donald Trump may feel he is “stuck” with Federal Reserve Chairman Jerome Powell, whom he has blasted for engineering four interest rate hikes since Trump appointed him, but none of Trump’s other Fed appointees has stood in the way of the tightening campaign and at least one has said even higher rates may be necessary.

The voting records and public statements of Trump’s Fed appointees, who now form a solid majority of the Fed’s Washington-based board of governors, show not only consensus around the recent increases, but no support so far for the rate cuts Trump has demanded.

A possible upcoming nominee to the Fed, economic commentator Stephen Moore, has said he agrees with Trump that rates should be cut and had earlier called for Powell’s ouster. Trump has mulled whether he could fire Powell, but in a March 8 phone call, reported by the Wall Street Journal, acknowledged he was “stuck” with the Fed chair for Powell’s full four-year term that runs to February 2022.

If Moore does take a seat alongside Trump’s appointees at the Fed, at this point he would be the outlier.

“I am comfortable with the current stance of our policy,” Trump’s newest appointee, Fed Governor Michelle Bowman, said in February in her only comments about monetary policy to date.

Bowman joined the Fed in November, when the administration was growing agitated about rising volatility in financial markets. She voted for the December rate increase that has become a particular target of Trump’s ire and point of blame for, in his view, holding back the economy.

The White House on Tuesday announced Bowman would be renominated for a full 14-year term to follow the end next January of the short, partial term she was appointed to fill.

Trump’s hand-picked vice chair, Richard Clarida, voted for the December increase and the one before it in September, which was approved shortly after he joined the Fed board.

Randal Quarles, who was the first appointment Trump made to the Fed as his presidency took shape in 2017, voted for five rates hikes from December of that year to December 2018, and his most recent comments show the wide and sometimes paradoxical gap between the president’s view of what the Fed should be doing, and those of the people he has chosen to oversee the central bank.

In what amounted to a bullish defense of where the economy is heading, Quarles last week said in fact that rates may need to move higher precisely because Trump’s tax cuts and policies may produce a “persistent” boost to productivity and growth.

“Further increases in the policy rate may be necessary at some point, a stance I believe is consistent with my optimistic view of the economy’s growth potential and momentum,” Quarles said in remarks at the Manhattan Institute last week.

For now the Fed intends to hold rates steady, a position it reached both as Trump publicly called for a halt to rate increases, but also - and what Fed officials say mattered to them - as economic and financial data globally indicated a broad slowdown from the faster-than-expected growth of 2018.",2
22,22,FBI_Opened_Inquiry.docx,"In the days after President Trump fired James B. Comey as F.B.I. director, law enforcement officials became so concerned by the president’s behavior that they began investigating whether he had been working on behalf of Russia against American interests, according to former law enforcement officials and others familiar with the investigation. The inquiry carried explosive implications. Counterintelligence investigators had to consider whether the president’s own actions constituted a possible threat to national security. Agents also sought to determine whether Mr. Trump was knowingly working for Russia or had unwittingly fallen under Moscow’s influence. The investigation the F.B.I. opened into Mr. Trump also had a criminal aspect, which has long been publicly known: whether his firing of Mr. Comey constituted obstruction of justice. Agents and senior F.B.I. officials had grown suspicious of Mr. Trump’s ties to Russia during the 2016 campaign but held off on opening an investigation into him, the people said, in part because they were uncertain how to proceed with an inquiry of such sensitivity and magnitude. But the president’s activities before and after Mr. Comey’s firing in May 2017, particularly two instances in which Mr. Trump tied the Comey dismissal to the Russia investigation, helped prompt the counterintelligence aspect of the inquiry, the people said. The special counsel, Robert S. Mueller III, took over the inquiry into Mr. Trump when he was appointed, days after F.B.I. officials opened it. That inquiry is part of Mr. Mueller’s broader examination of how Russian operatives interfered in the 2016 election and whether any Trump associates conspired with them. It is unclear whether Mr. Mueller is still pursuing the counterintelligence matter, and some former law enforcement officials outside the investigation have questioned whether agents overstepped in opening it. The criminal and counterintelligence elements were coupled together into one investigation, former law enforcement officials said in interviews in recent weeks, because if Mr. Trump had ousted the head of the F.B.I. to impede or even end the Russia investigation, that was both a possible crime and a national security concern. The F.B.I.’s counterintelligence division handles national security matters. If the president had fired Mr. Comey to stop the Russia investigation, the action would have been a national security issue because it naturally would have hurt the bureau’s effort to learn how Moscow interfered in the 2016 election and whether any Americans were involved, according to James A. Baker, who served as F.B.I. general counsel until late 2017. He privately testified in October before House investigators who were examining the F.B.I.’s handling of the full Russia inquiry. “Not only would it be an issue of obstructing an investigation, but the obstruction itself would hurt our ability to figure out what the Russians had done, and that is what would be the threat to national security,” Mr. Baker said in his testimony, portions of which were read to The New York Times. Mr. Baker did not explicitly acknowledge the existence of the investigation of Mr. Trump to congressional investigators.",2
15,15,tephen-Moore_s-Unpaid.docx,"President Donald Trump’s controversial pick to fill an open seat on the Federal Reserve Board, Heritage Foundation fellow Stephen Moore, reportedly owes more than $75,000 in taxes and penalties to the US government.





After the Guardian first broke news of the tax lien against Moore in Montgomery County, Maryland, his wife, Anne Carey, told Bloomberg the unpaid sum stemmed from a mistake Moore made when filing his 2014 taxes. Carey said “it was not an attempt at defrauding the US government” and added that she and Moore were working to resolve the matter as quickly as possible.



Be that as it may, the news is the latest illustration of how Trump — who promised he’d “surround myself only with the best and most serious people” during his campaign — isn’t living up to that ideal in office.



When Trump announced Moore’s nomination to the Fed last week, Bloomberg’s Jennifer Jacobs reported that a shockingly small amount of deliberation went into the choice. Trump reportedly decided on Moore after his chief economic adviser Larry Kudlow showed him over lunch an op-ed Moore co-wrote for the Wall Street Journal that argues the Reserve’s policies are hurting economic growth — a position that accords with Trump’s belief that the Fed’s gradual interest rate hikes are to blame for tamping down economic growth.



RELATED



Stephen Moore, the Trump loyalist nominated to the Fed, explained

Moore’s case rested on a false premise about deflation: He inaccurately claimed the economy is experiencing it, and recommended interest rate cuts as a way to address the fake problem. But Trump was reportedly so impressed with the piece that he ended up calling Moore and asking him if he’d be interested in a position on the board responsible for determining US monetary policy.



As Vox detailed last week, critics say that Moore — who as a CNN contributor established a reputation for defending Trump on any and all topics — is a staunch partisan who is unqualified to serve on the Fed. Though some Republicans have already expressed support for his nomination, his prospects of being confirmed in the Senate are uncertain.





More bad news about Moore breaking just days after his nomination isn’t likely to help his case. The chain of events is reminiscent of what happened about a year ago with Ronny Jackson, Trump’s former White House physician and onetime choice to lead the Department of Veterans Affairs. Shortly after Trump announced Jackson as his pick to lead the VA, reports emerged about him drinking on the job and mistreating staff. Jackson’s nomination was eventually pulled. More recently, in February, Trump’s pick for UN ambassador, Heather Nauert, withdrew from consideration for the job amid reports she employed a nanny who was in the country legally but didn’t have a proper work permit.



In both instances, embarrassing news cycles could’ve been avoided had the Trump administration done a better job vetting people before nominating them to high-profile positions.",2
